poc_requirement_id,poc_section,source_framework,match_type,framework_clause,rationale,coder_id
6.2.3,C6.2,OWASP_AISVS,EM,AISVS C4; C9,C4/C9 sandboxing requirements for code execution match isolation-proof scope,seed-01
6.2.3,C6.2,SOC_2,NM,—,Isolation proof not addressed,seed-01
6.3.1,C6.3,CSA_AARM,NM,—,Key lifecycle not addressed,seed-01
6.3.1,C6.3,EU_AI_Act,NM,—,No key-lifecycle provisions,seed-01
6.3.1,C6.3,ISO_42001,PM,ISO/IEC 27001 cryptographic controls (adjunct),27001-aligned cryptographic control expectations (key management) without evidence-key specificity,seed-01
6.3.1,C6.3,MITRE_ATLAS,NM,—,Key lifecycle not addressed,seed-01
6.3.1,C6.3,NIST_AI_RMF,NM,—,Key lifecycle not addressed (delegated to security control catalogs),seed-01
6.3.1,C6.3,NIST_SP_800_207,NM,—,Key lifecycle not addressed at this level,seed-01
6.3.1,C6.3,OWASP_AISVS,PM,AISVS C4; C5,C4/C5 key-management expectations; evidence-key custody is specific to Proof-of-Control,seed-01
6.3.1,C6.3,SOC_2,PM,CC6.1,CC6.1 encryption and key management expectations; not evidence-key custody,seed-01
6.3.2,C6.3,CSA_AARM,NM,—,Key lifecycle not addressed,seed-01
6.3.2,C6.3,EU_AI_Act,NM,—,No key-lifecycle provisions,seed-01
6.3.2,C6.3,ISO_42001,PM,ISO/IEC 27001 cryptographic controls (adjunct),27001-aligned cryptographic control expectations (key management) without evidence-key specificity,seed-01
6.3.2,C6.3,MITRE_ATLAS,NM,—,Key lifecycle not addressed,seed-01
6.3.2,C6.3,NIST_AI_RMF,NM,—,Key lifecycle not addressed (delegated to security control catalogs),seed-01
6.3.2,C6.3,NIST_SP_800_207,NM,—,Key lifecycle not addressed at this level,seed-01
6.3.2,C6.3,OWASP_AISVS,PM,AISVS C4; C5,C4/C5 key-management expectations; evidence-key custody is specific to Proof-of-Control,seed-01
6.3.2,C6.3,SOC_2,PM,CC6.1,CC6.1 encryption and key management expectations; not evidence-key custody,seed-01
6.3.3,C6.3,CSA_AARM,NM,—,Key lifecycle not addressed,seed-01
6.3.3,C6.3,EU_AI_Act,NM,—,No key-lifecycle provisions,seed-01
6.3.3,C6.3,ISO_42001,PM,ISO/IEC 27001 cryptographic controls (adjunct),27001-aligned cryptographic control expectations (key management) without evidence-key specificity,seed-01
6.3.3,C6.3,MITRE_ATLAS,NM,—,Key lifecycle not addressed,seed-01
6.3.3,C6.3,NIST_AI_RMF,NM,—,Key lifecycle not addressed (delegated to security control catalogs),seed-01
6.3.3,C6.3,NIST_SP_800_207,NM,—,Key lifecycle not addressed at this level,seed-01
6.3.3,C6.3,OWASP_AISVS,PM,AISVS C4; C5,C4/C5 key-management expectations; evidence-key custody is specific to Proof-of-Control,seed-01
6.3.3,C6.3,SOC_2,PM,CC6.1,CC6.1 encryption and key management expectations; not evidence-key custody,seed-01
6.3.4,C6.3,CSA_AARM,NM,—,Key lifecycle not addressed,seed-01
6.3.4,C6.3,EU_AI_Act,NM,—,No key-lifecycle provisions,seed-01
6.3.4,C6.3,ISO_42001,PM,ISO/IEC 27001 cryptographic controls (adjunct),27001-aligned cryptographic control expectations (key management) without evidence-key specificity,seed-01
6.3.4,C6.3,MITRE_ATLAS,NM,—,Key lifecycle not addressed,seed-01
6.3.4,C6.3,NIST_AI_RMF,NM,—,Key lifecycle not addressed (delegated to security control catalogs),seed-01
6.3.4,C6.3,NIST_SP_800_207,NM,—,Key lifecycle not addressed at this level,seed-01
6.3.4,C6.3,OWASP_AISVS,PM,AISVS C4; C5,C4/C5 key-management expectations; evidence-key custody is specific to Proof-of-Control,seed-01
6.3.4,C6.3,SOC_2,PM,CC6.1,CC6.1 encryption and key management expectations; not evidence-key custody,seed-01
6.3.5,C6.3,CSA_AARM,NM,—,Key lifecycle not addressed,seed-01
6.3.5,C6.3,EU_AI_Act,NM,—,No key-lifecycle provisions,seed-01
6.3.5,C6.3,ISO_42001,PM,ISO/IEC 27001 cryptographic controls (adjunct),27001-aligned cryptographic control expectations (key management) without evidence-key specificity,seed-01
6.3.5,C6.3,MITRE_ATLAS,NM,—,Key lifecycle not addressed,seed-01
6.3.5,C6.3,NIST_AI_RMF,NM,—,Key lifecycle not addressed (delegated to security control catalogs),seed-01
6.3.5,C6.3,NIST_SP_800_207,NM,—,Key lifecycle not addressed at this level,seed-01
6.3.5,C6.3,OWASP_AISVS,PM,AISVS C4; C5,C4/C5 key-management expectations; evidence-key custody is specific to Proof-of-Control,seed-01
6.3.5,C6.3,SOC_2,PM,CC6.1,CC6.1 encryption and key management expectations; not evidence-key custody,seed-01
7.1.1,C7.1,CSA_AARM,PM,R1 Pre-execution Interception,"R1 forbids any action bypassing the control plane, but it is architecture-neutral and AARM section 6.2 expressly recognizes SDK instrumentation that may miss non-instrumented paths, so a gateway running out-of-process from the agent is not required.",joseruiz1571
7.1.1,C7.1,EU_AI_Act,NM,—,No action-interception or evidence-at-boundary concept,seed-01
7.1.1,C7.1,ISO_42001,NM,—,No action-interception concept,seed-01
7.1.1,C7.1,MITRE_ATLAS,NM,—,No evidence-generation concept,seed-01
7.1.1,C7.1,NIST_AI_RMF,NM,—,No action-interception evidence concept,seed-01
7.1.1,C7.1,NIST_SP_800_207,PM,PEP (§3),The PEP mediates all access like the interception gateway; evidence emission is not required,seed-01
7.1.1,C7.1,OWASP_AISVS,PM,AISVS C9,C9 requires mediated tool access; out-of-band evidence-emitting gateway is specific to Proof-of-Control,seed-01
7.1.1,C7.1,SOC_2,NM,—,No interception-gateway concept,seed-01
7.1.2,C7.1,CSA_AARM,PM,R5 Tamper-evident Receipts; R6 Identity Binding,"R5 requires one tamper-evident receipt per evaluated action and R6 binds it to an agent identity, but AARM requires no before, during and after records, no independent signature on each, and no shared action ID linking them.",joseruiz1571
7.1.2,C7.1,EU_AI_Act,NM,—,No action-interception or evidence-at-boundary concept,seed-01
7.1.2,C7.1,ISO_42001,NM,—,No action-interception concept,seed-01
7.1.2,C7.1,MITRE_ATLAS,NM,—,No evidence-generation concept,seed-01
7.1.2,C7.1,NIST_AI_RMF,NM,—,No action-interception evidence concept,seed-01
7.1.2,C7.1,NIST_SP_800_207,PM,PEP (§3),The PEP mediates all access like the interception gateway; evidence emission is not required,seed-01
7.1.2,C7.1,OWASP_AISVS,PM,AISVS C9,C9 requires mediated tool access; out-of-band evidence-emitting gateway is specific to Proof-of-Control,seed-01
7.1.2,C7.1,SOC_2,NM,—,No interception-gateway concept,seed-01
7.1.3,C7.1,CSA_AARM,NM,—,"AARM orders interception before execution but places no ordering or durability requirement on the receipt, so evidence emission is never a precondition of action release.",joseruiz1571
7.1.3,C7.1,EU_AI_Act,NM,—,No action-interception or evidence-at-boundary concept,seed-01
7.1.3,C7.1,ISO_42001,NM,—,No action-interception concept,seed-01
7.1.3,C7.1,MITRE_ATLAS,NM,—,No evidence-generation concept,seed-01
7.1.3,C7.1,NIST_AI_RMF,NM,—,No action-interception evidence concept,seed-01
7.1.3,C7.1,NIST_SP_800_207,PM,PEP (§3),The PEP mediates all access like the interception gateway; evidence emission is not required,seed-01
7.1.3,C7.1,OWASP_AISVS,PM,AISVS C9,C9 requires mediated tool access; out-of-band evidence-emitting gateway is specific to Proof-of-Control,seed-01
7.1.3,C7.1,SOC_2,NM,—,No interception-gateway concept,seed-01
7.1.4,C7.1,CSA_AARM,NM,—,"AARM has no attestation, capability-binding or attested-egress requirement; section 6.1 Protocol Gateway is one of four recognized architectures, not a requirement to mediate the effect channel inside the policy-evaluation trust boundary.",joseruiz1571
7.1.4,C7.1,EU_AI_Act,NM,—,No action-interception or evidence-at-boundary concept,seed-01
7.1.4,C7.1,ISO_42001,NM,—,No action-interception concept,seed-01
7.1.4,C7.1,MITRE_ATLAS,PM,AML.M0028 — AI Agent Tools Permissions Configuration; AML.M0032 — Segmentation of AI Agent Components,"ATLAS covers applying inherited permissions/restrictions to tools and enforcing boundaries around tools and data sources. It does not require attested mediation, action-bound capabilities, or matching evidence.",codex-review-01
7.1.4,C7.1,NIST_AI_RMF,NM,—,No action-interception evidence concept,seed-01
7.1.4,C7.1,NIST_SP_800_207,PM,PEP (§3),The PEP mediates all access like the interception gateway; evidence emission is not required,seed-01
7.1.4,C7.1,OWASP_AISVS,PM,AISVS C9,C9 requires mediated tool access; out-of-band evidence-emitting gateway is specific to Proof-of-Control,seed-01
7.1.4,C7.1,SOC_2,NM,—,No interception-gateway concept,seed-01
7.1.5,C7.1,CSA_AARM,NM,—,"AARM grades conformance as Core or Extended by requirements satisfied and has no notion of evidence tiers, so it imposes nothing on what a conformance claim may assert about executed actions.",joseruiz1571
7.1.5,C7.1,EU_AI_Act,NM,—,No action-interception or evidence-at-boundary concept,seed-01
7.1.5,C7.1,ISO_42001,NM,—,No action-interception concept,seed-01
7.1.5,C7.1,MITRE_ATLAS,NM,—,No evidence-generation concept,seed-01
7.1.5,C7.1,NIST_AI_RMF,NM,—,No action-interception evidence concept,seed-01
7.1.5,C7.1,NIST_SP_800_207,PM,PEP (§3),The PEP mediates all access like the interception gateway; evidence emission is not required,seed-01
7.1.5,C7.1,OWASP_AISVS,PM,AISVS C9,C9 requires mediated tool access; out-of-band evidence-emitting gateway is specific to Proof-of-Control,seed-01
7.1.5,C7.1,SOC_2,NM,—,No interception-gateway concept,seed-01
7.2.1,C7.2,CSA_AARM,PM,Execution-time audit trail,"Enforcement produces execution-time records; operator-run, not operator-independent",seed-01
7.2.1,C7.2,EU_AI_Act,PM,Art. 12,Art 12 requires automatic recording of events over the lifetime; no operator-independent time anchoring,seed-01
7.2.1,C7.2,ISO_42001,PM,Cl. 7.5.3,Documented-information controls require contemporaneous records; operator-produced,seed-01
7.2.1,C7.2,MITRE_ATLAS,PM,AML.M0024 — AI Telemetry Logging,"ATLAS calls for logging deployed-model inputs/outputs and agent intermediate actions, decisions, data access, and tool use. It does not require recording inside the same transaction or rule out later reconstruction.",codex-review-01
7.2.1,C7.2,NIST_AI_RMF,PM,MEASURE 2.8; MANAGE 4.1,MEASURE documentation and test records are contemporaneous practices; no mechanism-generated evidence,seed-01
7.2.1,C7.2,NIST_SP_800_207,PM,Tenet 7,Continuous monitoring produces execution-time logs; operator-produced,seed-01
7.2.1,C7.2,OWASP_AISVS,PM,AISVS C12,C12 logging requires event-time records; operator-produced,seed-01
7.2.1,C7.2,SOC_2,PM,CC7.2,CC7.2 audit logging is contemporaneous; operator-produced,seed-01
7.2.2,C7.2,CSA_AARM,PM,Execution-time audit trail,"Enforcement produces execution-time records; operator-run, not operator-independent",seed-01
7.2.2,C7.2,EU_AI_Act,PM,Art. 12,Art 12 requires automatic recording of events over the lifetime; no operator-independent time anchoring,seed-01
7.2.2,C7.2,ISO_42001,PM,Cl. 7.5.3,Documented-information controls require contemporaneous records; operator-produced,seed-01
7.2.2,C7.2,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.2.2,C7.2,NIST_AI_RMF,PM,MEASURE 2.8; MANAGE 4.1,MEASURE documentation and test records are contemporaneous practices; no mechanism-generated evidence,seed-01
7.2.2,C7.2,NIST_SP_800_207,PM,Tenet 7,Continuous monitoring produces execution-time logs; operator-produced,seed-01
7.2.2,C7.2,OWASP_AISVS,PM,AISVS C12,C12 logging requires event-time records; operator-produced,seed-01
7.2.2,C7.2,SOC_2,PM,CC7.2,CC7.2 audit logging is contemporaneous; operator-produced,seed-01
7.2.3,C7.2,CSA_AARM,NM,—,No hardware-attestation freshness obligation,seed-01
7.2.3,C7.2,EU_AI_Act,NM,—,Logging duties do not reach attestation staleness,seed-01
7.2.3,C7.2,ISO_42001,NM,—,No attestation refresh requirement,seed-01
7.2.3,C7.2,MITRE_ATLAS,NM,—,Mitigation catalogue; attestation lifecycle out of scope,seed-01
7.2.3,C7.2,NIST_AI_RMF,NM,—,Not addressed,seed-01
7.2.3,C7.2,NIST_SP_800_207,PM,Sec. 3.3; Tenet 5,"Device posture must be continually reassessed rather than trusted once; the periodicity is architectural guidance, not an attestation-refresh obligation",seed-01
7.2.3,C7.2,OWASP_AISVS,NM,—,No attestation freshness requirement,seed-01
7.2.3,C7.2,SOC_2,NM,—,Not addressed,seed-01
7.2.4,C7.2,CSA_AARM,NM,—,Agent identity binding addressed; attestation-to-key binding is not,seed-01
7.2.4,C7.2,EU_AI_Act,NM,—,Not addressed,seed-01
7.2.4,C7.2,ISO_42001,NM,—,Not addressed,seed-01
7.2.4,C7.2,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.2.4,C7.2,NIST_AI_RMF,NM,—,Not addressed,seed-01
7.2.4,C7.2,NIST_SP_800_207,NM,—,No attestation report-data binding requirement,seed-01
7.2.4,C7.2,OWASP_AISVS,PM,AISVS C6,Key-management expectations cover custody; binding a key into an attestation report body is not required,seed-01
7.2.4,C7.2,SOC_2,NM,—,Not addressed,seed-01
7.3.1,C7.3,CSA_AARM,PM,Gateway receipts,Tamper-evident receipts at the gateway; trust remains rooted in the deployment operator,seed-01
7.3.1,C7.3,EU_AI_Act,PM,Art. 12; Art. 19,Art 12/19 logging and retention imply record integrity; evidence remains operator-produced (Tier 1 in Proof-of-Control terms),seed-01
7.3.1,C7.3,ISO_42001,PM,Cl. 7.5.3,Records control protects integrity of documented information; not mechanism-generated,seed-01
7.3.1,C7.3,MITRE_ATLAS,PM,ML event-logging mitigations,Logging-of-ML-events mitigation supports detection; integrity mechanisms unspecified,seed-01
7.3.1,C7.3,NIST_AI_RMF,PM,MEASURE 2.8,Traceability and documentation expectations; records remain operator-produced,seed-01
7.3.1,C7.3,NIST_SP_800_207,NM,—,Tamper-evidence of records not required,seed-01
7.3.1,C7.3,OWASP_AISVS,PM,AISVS C12,C12 log protection; mechanism-generated tamper-evidence not required,seed-01
7.3.1,C7.3,SOC_2,PM,CC7.2,Log protection expectations; signatures/chains not required and operator remains trusted,seed-01
7.3.2,C7.3,CSA_AARM,PM,Gateway receipts,Tamper-evident receipts at the gateway; trust remains rooted in the deployment operator,seed-01
7.3.2,C7.3,EU_AI_Act,PM,Art. 12; Art. 19,Art 12/19 logging and retention imply record integrity; evidence remains operator-produced (Tier 1 in Proof-of-Control terms),seed-01
7.3.2,C7.3,ISO_42001,PM,Cl. 7.5.3,Records control protects integrity of documented information; not mechanism-generated,seed-01
7.3.2,C7.3,MITRE_ATLAS,PM,ML event-logging mitigations,Logging-of-ML-events mitigation supports detection; integrity mechanisms unspecified,seed-01
7.3.2,C7.3,NIST_AI_RMF,PM,MEASURE 2.8,Traceability and documentation expectations; records remain operator-produced,seed-01
7.3.2,C7.3,NIST_SP_800_207,NM,—,Tamper-evidence of records not required,seed-01
7.3.2,C7.3,OWASP_AISVS,PM,AISVS C12,C12 log protection; mechanism-generated tamper-evidence not required,seed-01
7.3.2,C7.3,SOC_2,PM,CC7.2,Log protection expectations; signatures/chains not required and operator remains trusted,seed-01
7.3.3,C7.3,CSA_AARM,PM,Gateway receipts,Tamper-evident receipts at the gateway; trust remains rooted in the deployment operator,seed-01
7.3.3,C7.3,EU_AI_Act,PM,Art. 12; Art. 19,Art 12/19 logging and retention imply record integrity; evidence remains operator-produced (Tier 1 in Proof-of-Control terms),seed-01
7.3.3,C7.3,ISO_42001,PM,Cl. 7.5.3,Records control protects integrity of documented information; not mechanism-generated,seed-01
7.3.3,C7.3,MITRE_ATLAS,PM,ML event-logging mitigations,Logging-of-ML-events mitigation supports detection; integrity mechanisms unspecified,seed-01
7.3.3,C7.3,NIST_AI_RMF,PM,MEASURE 2.8,Traceability and documentation expectations; records remain operator-produced,seed-01
7.3.3,C7.3,NIST_SP_800_207,NM,—,Tamper-evidence of records not required,seed-01
7.3.3,C7.3,OWASP_AISVS,PM,AISVS C12,C12 log protection; mechanism-generated tamper-evidence not required,seed-01
7.3.3,C7.3,SOC_2,PM,CC7.2,Log protection expectations; signatures/chains not required and operator remains trusted,seed-01
7.3.4,C7.3,CSA_AARM,NM,—,Receipt integrity addressed; per-record proof against a published root not required,seed-01
7.3.4,C7.3,EU_AI_Act,PM,Art. 12; Art. 19,Logs must be traceable and available to authorities; the retrieval and proof mechanism is unspecified,seed-01
7.3.4,C7.3,ISO_42001,NM,—,Records control does not reach proof structure,seed-01
7.3.4,C7.3,MITRE_ATLAS,NM,—,Adversary-technique catalogue; log structure out of scope,seed-01
7.3.4,C7.3,NIST_AI_RMF,PM,MEASURE 2.8,Traceability expectation; no requirement that one record be provable in isolation,seed-01
7.3.4,C7.3,NIST_SP_800_207,NM,—,No evidence-log structure requirements,seed-01
7.3.4,C7.3,OWASP_AISVS,PM,AISVS C12,Log protection and integrity; inclusion proofs not required,seed-01
7.3.4,C7.3,SOC_2,PM,CC7.2,Evidence must be retrievable for the auditor; the cost and mechanism of retrieval are unspecified,seed-01
7.3.5,C7.3,CSA_AARM,NM,—,No append-only proof obligation,seed-01
7.3.5,C7.3,EU_AI_Act,PM,Art. 12,Automatic recording over the system lifetime implies logs are not rewritten; no verification mechanism named,seed-01
7.3.5,C7.3,ISO_42001,PM,Cl. 7.5.3,Protection of documented information from unintended alteration; no cryptographic consistency check,seed-01
7.3.5,C7.3,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.3.5,C7.3,NIST_AI_RMF,NM,—,No log-consistency requirement,seed-01
7.3.5,C7.3,NIST_SP_800_207,NM,—,No log-consistency requirement,seed-01
7.3.5,C7.3,OWASP_AISVS,PM,AISVS C12,Tamper detection expected; rewriting by a key-holding operator is not addressed,seed-01
7.3.5,C7.3,SOC_2,PM,CC7.2,"Change and log integrity controls; operator remains inside the trust boundary, which is the case this requirement targets",seed-01
7.4.1,C7.4,CSA_AARM,NM,—,No trust-assumption disclosure,seed-01
7.4.1,C7.4,EU_AI_Act,PM,Art. 13,Art 13 transparency to deployers discloses capabilities and limitations; no trust-assumption disclosure,seed-01
7.4.1,C7.4,ISO_42001,PM,Annex A.8,Transparency and reporting controls; no trust-assumption format,seed-01
7.4.1,C7.4,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.4.1,C7.4,NIST_AI_RMF,PM,GOVERN 4.2; MAP 4.1,Transparency and documentation of limitations align with disclosure; no standardized trust-assumption format,seed-01
7.4.1,C7.4,NIST_SP_800_207,NM,—,Not addressed,seed-01
7.4.1,C7.4,OWASP_AISVS,NM,—,No trust-assumption disclosure,seed-01
7.4.1,C7.4,SOC_2,NM,—,No trust-assumption disclosure analog,seed-01
7.5.1,C7.5,CSA_AARM,NM,—,Not addressed,seed-01
7.5.1,C7.5,EU_AI_Act,NM,—,No determinism-boundary or claims-discipline provision,seed-01
7.5.1,C7.5,ISO_42001,PM,Cl. 9.1,42001 adopts the verification/validation distinction Proof-of-Control builds on; no claims-review requirement,seed-01
7.5.1,C7.5,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.5.1,C7.5,NIST_AI_RMF,PM,MEASURE 2.5,RMF's validity/reliability framing distinguishes measured facts from aspirations; no claims-discipline requirement,seed-01
7.5.1,C7.5,NIST_SP_800_207,NM,—,Not addressed,seed-01
7.5.1,C7.5,OWASP_AISVS,NM,—,No determinism-boundary analog,seed-01
7.5.1,C7.5,SOC_2,NM,—,No determinism-boundary analog,seed-01
7.5.2,C7.5,CSA_AARM,NM,—,Not addressed,seed-01
7.5.2,C7.5,EU_AI_Act,NM,—,No determinism-boundary or claims-discipline provision,seed-01
7.5.2,C7.5,ISO_42001,PM,Cl. 9.1,42001 adopts the verification/validation distinction Proof-of-Control builds on; no claims-review requirement,seed-01
7.5.2,C7.5,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.5.2,C7.5,NIST_AI_RMF,PM,MEASURE 2.5,RMF's validity/reliability framing distinguishes measured facts from aspirations; no claims-discipline requirement,seed-01
7.5.2,C7.5,NIST_SP_800_207,NM,—,Not addressed,seed-01
7.5.2,C7.5,OWASP_AISVS,NM,—,No determinism-boundary analog,seed-01
7.5.2,C7.5,SOC_2,NM,—,No determinism-boundary analog,seed-01
7.6.1,C7.6,CSA_AARM,PM,Deny/failure decisions,Deny/failure decisions at the gateway cover failure events; fail-closed evidence gating unspecified,seed-01
7.6.1,C7.6,EU_AI_Act,PM,Art. 19,Art 19 log retention covers retention duty; fail-closed and omission-detectability not addressed,seed-01
7.6.1,C7.6,ISO_42001,PM,Cl. 7.5.3,Records retention and control of documented information; fail-closed not addressed,seed-01
7.6.1,C7.6,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.6.1,C7.6,NIST_AI_RMF,PM,MANAGE 2.3; MANAGE 4.1,MANAGE incident response and monitoring cover failure handling; fail-closed evidence gating not addressed,seed-01
7.6.1,C7.6,NIST_SP_800_207,PM,Deny-by-default posture (§2),Deny-by-default posture parallels fail-closed; evidence-pipeline gating unspecified,seed-01
7.6.1,C7.6,OWASP_AISVS,PM,AISVS C12,C12 monitoring/alerting covers pipeline failures; fail-closed evidence gating not required,seed-01
7.6.1,C7.6,SOC_2,PM,CC7.3–CC7.5,CC7 monitoring and incident handling cover pipeline failures; omission-detectability not addressed,seed-01
7.6.2,C7.6,CSA_AARM,PM,Deny/failure decisions,Deny/failure decisions at the gateway cover failure events; fail-closed evidence gating unspecified,seed-01
7.6.2,C7.6,EU_AI_Act,PM,Art. 19,Art 19 log retention covers retention duty; fail-closed and omission-detectability not addressed,seed-01
7.6.2,C7.6,ISO_42001,PM,Cl. 7.5.3,Records retention and control of documented information; fail-closed not addressed,seed-01
7.6.2,C7.6,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.6.2,C7.6,NIST_AI_RMF,PM,MANAGE 2.3; MANAGE 4.1,MANAGE incident response and monitoring cover failure handling; fail-closed evidence gating not addressed,seed-01
7.6.2,C7.6,NIST_SP_800_207,PM,Deny-by-default posture (§2),Deny-by-default posture parallels fail-closed; evidence-pipeline gating unspecified,seed-01
7.6.2,C7.6,OWASP_AISVS,PM,AISVS C12,C12 monitoring/alerting covers pipeline failures; fail-closed evidence gating not required,seed-01
7.6.2,C7.6,SOC_2,PM,CC7.3–CC7.5,CC7 monitoring and incident handling cover pipeline failures; omission-detectability not addressed,seed-01
7.6.3,C7.6,CSA_AARM,PM,Deny/failure decisions,Deny/failure decisions at the gateway cover failure events; fail-closed evidence gating unspecified,seed-01
7.6.3,C7.6,EU_AI_Act,PM,Art. 19,Art 19 log retention covers retention duty; fail-closed and omission-detectability not addressed,seed-01
7.6.3,C7.6,ISO_42001,PM,Cl. 7.5.3,Records retention and control of documented information; fail-closed not addressed,seed-01
7.6.3,C7.6,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.6.3,C7.6,NIST_AI_RMF,PM,MANAGE 2.3; MANAGE 4.1,MANAGE incident response and monitoring cover failure handling; fail-closed evidence gating not addressed,seed-01
7.6.3,C7.6,NIST_SP_800_207,PM,Deny-by-default posture (§2),Deny-by-default posture parallels fail-closed; evidence-pipeline gating unspecified,seed-01
7.6.3,C7.6,OWASP_AISVS,PM,AISVS C12,C12 monitoring/alerting covers pipeline failures; fail-closed evidence gating not required,seed-01
7.6.3,C7.6,SOC_2,PM,CC7.3–CC7.5,CC7 monitoring and incident handling cover pipeline failures; omission-detectability not addressed,seed-01
7.6.4,C7.6,CSA_AARM,PM,Deny/failure decisions,Deny/failure decisions at the gateway cover failure events; fail-closed evidence gating unspecified,seed-01
7.6.4,C7.6,EU_AI_Act,PM,Art. 19,Art 19 log retention covers retention duty; fail-closed and omission-detectability not addressed,seed-01
7.6.4,C7.6,ISO_42001,PM,Cl. 7.5.3,Records retention and control of documented information; fail-closed not addressed,seed-01
7.6.4,C7.6,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.6.4,C7.6,NIST_AI_RMF,PM,MANAGE 2.3; MANAGE 4.1,MANAGE incident response and monitoring cover failure handling; fail-closed evidence gating not addressed,seed-01
7.6.4,C7.6,NIST_SP_800_207,PM,Deny-by-default posture (§2),Deny-by-default posture parallels fail-closed; evidence-pipeline gating unspecified,seed-01
7.6.4,C7.6,OWASP_AISVS,PM,AISVS C12,C12 monitoring/alerting covers pipeline failures; fail-closed evidence gating not required,seed-01
7.6.4,C7.6,SOC_2,PM,CC7.3–CC7.5,CC7 monitoring and incident handling cover pipeline failures; omission-detectability not addressed,seed-01
7.6.5,C7.6,CSA_AARM,PM,Deny/failure decisions,Deny/failure decisions at the gateway cover failure events; fail-closed evidence gating unspecified,seed-01
7.6.5,C7.6,EU_AI_Act,PM,Art. 19,Art 19 log retention covers retention duty; fail-closed and omission-detectability not addressed,seed-01
7.6.5,C7.6,ISO_42001,PM,Cl. 7.5.3,Records retention and control of documented information; fail-closed not addressed,seed-01
7.6.5,C7.6,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.6.5,C7.6,NIST_AI_RMF,PM,MANAGE 2.3; MANAGE 4.1,MANAGE incident response and monitoring cover failure handling; fail-closed evidence gating not addressed,seed-01
7.6.5,C7.6,NIST_SP_800_207,PM,Deny-by-default posture (§2),Deny-by-default posture parallels fail-closed; evidence-pipeline gating unspecified,seed-01
7.6.5,C7.6,OWASP_AISVS,PM,AISVS C12,C12 monitoring/alerting covers pipeline failures; fail-closed evidence gating not required,seed-01
7.6.5,C7.6,SOC_2,PM,CC7.3–CC7.5,CC7 monitoring and incident handling cover pipeline failures; omission-detectability not addressed,seed-01
7.6.6,C7.6,CSA_AARM,PM,Deny/failure decisions,Deny/failure decisions at the gateway cover failure events; fail-closed evidence gating unspecified,seed-01
7.6.6,C7.6,EU_AI_Act,PM,Art. 19,Art 19 log retention covers retention duty; fail-closed and omission-detectability not addressed,seed-01
7.6.6,C7.6,ISO_42001,PM,Cl. 7.5.3,Records retention and control of documented information; fail-closed not addressed,seed-01
7.6.6,C7.6,MITRE_ATLAS,NM,—,Not addressed,seed-01
7.6.6,C7.6,NIST_AI_RMF,PM,MANAGE 2.3; MANAGE 4.1,MANAGE incident response and monitoring cover failure handling; fail-closed evidence gating not addressed,seed-01
7.6.6,C7.6,NIST_SP_800_207,PM,Deny-by-default posture (§2),Deny-by-default posture parallels fail-closed; evidence-pipeline gating unspecified,seed-01
7.6.6,C7.6,OWASP_AISVS,PM,AISVS C12,C12 monitoring/alerting covers pipeline failures; fail-closed evidence gating not required,seed-01
7.6.6,C7.6,SOC_2,PM,CC7.3–CC7.5,CC7 monitoring and incident handling cover pipeline failures; omission-detectability not addressed,seed-01
7.7.1,C7.7,CSA_AARM,PM,Receipt schema,A receipt format is described; no published schema an outside verifier can validate against,seed-01
7.7.1,C7.7,EU_AI_Act,PM,Art. 11; Annex IV,Technical documentation must be machine-processable for authorities; no evidence-token schema,seed-01
7.7.1,C7.7,ISO_42001,PM,Cl. 7.5.2,Documented information must have suitable format and identification; not a validatable schema,seed-01
7.7.1,C7.7,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.7.1,C7.7,NIST_AI_RMF,PM,GOVERN 4.2,Documentation expectations; no machine-readable evidence format,seed-01
7.7.1,C7.7,NIST_SP_800_207,NM,—,Out of scope,seed-01
7.7.1,C7.7,OWASP_AISVS,PM,AISVS C12,Structured logging expected; no published claim-set schema,seed-01
7.7.1,C7.7,SOC_2,NM,—,No evidence-format requirement,seed-01
7.7.2,C7.7,CSA_AARM,NM,—,Canonicalization unaddressed,seed-01
7.7.2,C7.7,EU_AI_Act,NM,—,Canonicalization unaddressed,seed-01
7.7.2,C7.7,ISO_42001,NM,—,Canonicalization unaddressed,seed-01
7.7.2,C7.7,MITRE_ATLAS,NM,—,Out of scope,seed-01
7.7.2,C7.7,NIST_AI_RMF,NM,—,Canonicalization unaddressed,seed-01
7.7.2,C7.7,NIST_SP_800_207,NM,—,Out of scope,seed-01
7.7.2,C7.7,OWASP_AISVS,NM,—,Canonicalization unaddressed,seed-01
7.7.2,C7.7,SOC_2,NM,—,Canonicalization unaddressed,seed-01
